Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
,,586,219.557080287908,31.2204543896391,634.801639986532,0.0621670833333295,7.03247549019564,0.0259539453374213,2.01474060707498,61.8845839496523,23.9330401022457,1.56883903439855,24.434292765457,25.1547581287116,0.039463766453177,4.46422697434129,7.40696366549842,837.891817364075,0.00161348108262015,0.125250547215073,0.13976964575579,39.3416017277059,105.605092064253,80.340631
,,587,217.840538775742,0,0,-0.0724620833333323,-8.19706825037696,0,0,62.1032827591841,23.7176018836745,1.55117656239434,24.2194461113101,24.9373209807976,0.0386821878343179,4.37581310342962,7.44603664264217,842.31183740296,0.00159675274901378,0.124181022353678,0.138662684529969,39.4808178928488,105.797755978167,80.424487
,,588,220.576258772466,41.0540759446679,695.035117937724,0.0474957499999912,5.37282239818905,0.0341280655329369,2.64288906618179,62.3224911579582,23.9572187702289,1.31040381363612,24.4704414925503,25.1916347153972,0.0330112142027846,3.73430024918377,7.48188334366072,846.366894079267,0.00162093806853569,0.125525998365081,0.140375455857197,39.6203369630424,105.990631221017,80.424524
,,589,224.093411120374,13.042124990481,263.127312050213,0.15189133333333,17.1822775263948,0.0108341603812207,0.840613499643254,62.5448259929047,24.3476242686347,1.56105319840868,24.8695551283181,25.6024319379146,0.0399667582637221,4.52112650042105,7.51837232989397,850.494607454069,0.00164561506585076,0.127681905278811,0.142636080071484,39.7618427310067,106.188159580483,80.335427
,,590,220.942942128791,0,0,-0.0895285000000001,-10.1276583710407,0,0,62.7673441695292,24.0969801190804,1.4046805626236,24.6156530836565,25.3420770158646,0.0355975230006952,4.02686911772571,7.55615447052618,854.768605263143,0.00163753227255302,0.126328255794879,0.140699713500532,39.9035106277927,106.385329100897,80.1981
,,591,220.210242646385,0,4704.11787657257,0.00961191666666868,1.08732088989465,0.171447433867707,13.097675581271,62.9879207619168,24.0305589642181,1.7891898484365,24.5486867731638,25.2715434638275,0.045215589019802,5.1148856357242,7.59656102653643,859.339482639868,0.00164793844705059,0.125893766214238,0.140236583337066,40.0439787762115,106.578546128455,80.435791
,,592,222.023585948977,8.51121583688165,149.974624390723,0.23060025000001,26.0860011312229,0.00730807642672319,0.549603636466166,63.2090376762145,24.2042113486289,1.35905805265767,24.7300581481094,25.4471733643226,0.0345841858781583,3.91223822151112,7.63646091398541,863.853044568485,0.00168524425102155,0.126738735970013,0.141372795901428,40.1847834658308,106.772023101714,80.153094
,,593,218.109719555126,0,0,-0.0739348333333266,-8.36366892910934,0,0,63.4291043289666,23.8355524821725,1.4402214499236,24.3533225229428,25.0522940249868,0.0360808512245789,4.08154425617408,7.67179343253678,867.849935807328,0.00169379073914899,0.124840346367599,0.138943916879481,40.3249418222212,106.963076440079,80.090722
,,594,218.068564786669,24.6623197479812,435.02120758037,0.0781648333333263,8.84217571643963,0.0221954675786756,1.60212691338857,63.6471934711374,23.8850322831197,1.35475723817936,24.403471385953,25.0992275432894,0.034003360186982,3.84653395780339,7.70683553824256,871.813974914317,0.00173490502404243,0.125229983163854,0.138993878804382,40.4639107200632,107.150157358817,80.204751
,,595,219.604788226017,25.4516606576662,560.040696275731,0.0762742499999997,8.62830882352938,0.0232218624141325,1.65873652274412,63.8660301476438,24.1576679274801,1.68251466401357,24.6816143530023,25.3885954111152,0.042716684077909,4.83220408121143,7.745195560375,876.153343933824,0.00177123013924114,0.126518884219915,0.140040015639494,40.6034276672851,107.337865794359,79.961829
,,596,217.527228506101,40.4593962813329,810.813012562576,0.0475276666666709,5.37643288084512,0.0373534874695554,2.6438067160201,64.0845961560099,24.0268105654299,1.52648977031444,24.5486671986223,25.2448796837567,0.0385360505900733,4.35928174095852,7.785821927709,880.749086844909,0.00177532410129069,0.125653964330109,0.138769965947928,40.7428326580788,107.524490194647,80.059928
,,597,213.83880850846,15.5199817231778,298.224620173202,0.121800083333329,13.7782899698336,0.0143571113733164,1.01397624323966,64.3002791745171,23.6352685042283,1.46284338774378,24.1484201743581,24.8309449210216,0.0363237835891464,4.10902529288986,7.82325184479861,884.983240361833,0.00174869736169582,0.123502390924607,0.136414734023678,40.8804250080646,107.705660258823,79.847429
,,598,211.85461933299,0,0,-0.0244818333333316,-2.76943815987914,0,0,64.5131258884379,23.4569543077372,1.6207423391568,23.9648398170433,24.6406877509131,0.0399362059038471,4.51767035111393,7.8613818395451,889.296588183835,0.00173715139758103,0.122323972975394,0.135144753553291,41.0162047518531,107.881481418792,79.859883
,,599,214.402741781666,11.7868357217589,232.02423365267,0.160799750000002,18.1900169683261,0.0108809364176271,0.772136677729724,64.7262545689952,23.8127946032229,1.49151335602757,24.3304748242055,25.0144851968741,0.0373094387652916,4.22052474720493,7.90000466187967,893.665685732994,0.00174965185572035,0.124159384744772,0.136819124121775,41.1521866906906,108.057186258757,79.82307
,,600,216.277007601357,9.03794312049812,188.763280077772,0.211540250000005,23.9298925339372,0.00825459852141489,0.592860519098922,64.9415944436867,24.0763834662406,1.57935917749749,24.6009528844186,25.2830591213227,0.0399310314584727,4.51708500661456,7.93862489699155,898.034490609904,0.00174617983486978,0.125413862425318,0.13803146213342,41.2896119838182,108.235990739478,79.571274
,,601,216.624716328296,0,0,-0.0165814166666678,-1.87572586727011,0,0,65.1580453056515,24.22094965165,1.87621327693931,24.7435254084725,25.4276699678995,0.0477077319954041,5.39680226192354,7.98244427871849,902.991434244173,0.00172110503639293,0.126015241628306,0.138299079470349,41.4277772546201,108.416048761483,79.468154
,,602,210.72027047918,0,0,-0.0396765000000047,-4.48829185520415,0,0,65.3717177990553,23.6597847249097,1.53797727964707,24.1703871256272,24.8298383274251,0.0381877272048897,4.31987864308708,8.02539200831864,907.849774696678,0.00165148173327213,0.122878159955287,0.134562243868516,41.5642079162895,108.590893353912,79.559038
,,603,211.888784888221,0,0,0.00349766666665966,0.395663650074623,0.470014471759614,35.338575532729,65.583022326739,23.8593011881289,1.55525687497078,24.3739391382798,25.0388837557783,0.0389418961027684,4.405191866829,8.06395681997247,912.212309951637,0.00164395395072125,0.123602557688061,0.135306410474801,41.6991422434612,108.761231055952,79.526205
,,604,212.954897697363,0,0,-0.0235374999999986,-2.66261312217179,0,0,65.7954441680318,24.0438473492923,1.31864549330326,24.5636232238191,25.235344896101,0.033276473819197,3.76430699312183,8.10006600493345,916.297059381612,0.00164572457946755,0.124476065955596,0.136020392050602,41.8348056447239,108.932854582834,79.559564
,,605,210.982091387988,8.42971281642062,161.227206292422,0.221250916666667,25.0283842383107,0.0073787017445545,0.557414132913961,66.0074126625744,23.850311012771,1.42504945399659,24.3679289397645,25.0318801805522,0.0356716671838041,4.03525646875612,8.13454007543495,920.196841112551,0.00163254452479262,0.123328387870169,0.134761113591746,41.9701963975451,109.103161425743,79.514334
,,606,214.699020151832,8.91892977947381,160.38593893586,0.212798999999994,24.0722850678727,0.00782229730273183,0.591210459993663,66.2202532183443,24.3283543428826,1.33716632071023,24.8553138893182,25.5241003987322,0.0341299674196112,3.86085604294244,8.16944089273666,924.1448973684,0.00166457704372399,0.125808994676188,0.137180845780276,42.1061673772311,109.274345244793,79.18162
,,607,211.200727816735,0,0,-0.0816255833333261,-9.23366327300069,0,0,66.4332030923286,24.0051055756056,1.29790257180949,24.521461156511,25.1785748725184,0.0326793370815395,3.69675758840945,8.20284554498724,927.923704184076,0.00163546756852857,0.123897353949068,0.134963467842156,42.2422395340423,109.445145127395,79.157664
,,608,204.686950803932,0,0,-0.0109606666666705,-1.23989441930661,0,0,66.641146931639,23.3570798955434,1.35815400788891,23.8578429613229,24.4939771561226,0.0332665932437273,3.76318928096463,8.23581851014987,931.653677618763,0.00158864763967147,0.120249565023325,0.130825733814029,42.3751341348704,109.607149558617,79.259792
,,609,206.254338051737,14.9371607774684,251.138245206052,0.122063916666657,13.8081353695313,0.0131630423485596,0.994773978010709,66.8466175760668,23.6398796454691,1.23650690147693,24.1465049823675,24.7915460868246,0.030654917834642,3.46775088627171,8.26777926568905,935.269147702382,0.00160673250431426,0.121426007954058,0.131865166925745,42.5064795852403,109.764560880241,79.160203
,,610,203.710805100499,43.5712529917763,789.661823192918,0.0413300833333459,4.67534879336492,0.0385886262210317,2.90450909800401,67.0516001476429,23.396219821992,1.33063266887042,23.898219489932,24.5272716665154,0.0326367889577251,3.69194445223135,8.29942511908524,938.848995371633,0.00159487113743457,0.120043603062967,0.130257984806818,42.6375411611066,109.920655979742,79.070404
,,611,209.9984555637,0,0,-0.17278158333333,-19.5454279788835,0,0,67.258454777975,24.2276822156392,1.24038536859348,24.7469733245574,25.3883656361518,0.0314913572675843,3.56237073162718,8.33148919219789,942.476152963562,0.00165813176160078,0.124129681436336,0.134337869006063,42.769839088013,110.079304055606,79.107327
,,612,209.541201895297,0,0,-0.0715442500000059,-8.09324095022691,0,0,67.4682246067045,24.2771877757734,1.25245592566276,24.7974712383081,25.4395554924135,0.0318619220226999,3.60428982157238,8.36316583184303,946.059483240162,0.00165871660203206,0.12424225585116,0.134101428815542,42.9040587369238,110.242197069779,79.332745
,,613,209.796152699902,5.58124652749302,98.1442668207969,0.332290999999991,37.589479638008,0.00495061579281119,0.374797881864665,67.6778932840021,24.3627559869918,1.27771149781043,24.8845973362964,25.5241160637871,0.0326124565661485,3.68919191924757,8.39540302113746,949.706224110572,0.00164504507240898,0.124541962962688,0.134279153187328,43.0382490279252,110.404393611749,79.185552
,,614,210.59447821631,0,0,0.00775224999999935,0.87695135746599,0.212782621569472,16.1182548151136,67.8880885994602,24.5356513267852,1.61359177030573,25.0587645780711,25.6986535771607,0.0414671359200446,4.69085247964305,8.43244281738055,953.896246310017,0.0016495440780618,0.124952740890454,0.134777900924767,43.1727775549813,110.566919543095,78.837673
,,615,205.987795594418,0,0,-0.154036750000003,-17.4249717194574,0,0,68.0963797363656,24.0540439408656,1.59765655895275,24.5628707825475,25.1813456353879,0.0402311420176336,4.55103416489068,8.47329195634939,958.517189632284,0.00161275249449398,0.122145306860918,0.131816896226892,43.3060749535571,110.725820709538,79.134243
,,616,206.797959705371,7.65900185514067,138.682613362367,0.238685666666665,27.0006410256409,0.00675504368012128,0.512054079003091,68.3027726140155,24.1389625643912,1.3109021870366,24.6407006328153,25.2509701736792,0.033101552025472,3.74451945989503,8.50995830337095,962.664966444677,0.00161233210415219,0.122219969216238,0.132272377371741,43.4381195903564,110.881124373402,79.0153
,,617,201.570598732868,8.81675635470467,185.640269966042,0.202102000000004,22.8622171945705,0.00772619073082646,0.588443828791843,68.5069568932346,23.5419388584884,1.52427915728911,24.0264016240903,24.6137786909079,0.0375182698406777,4.24414817202237,8.54526821430402,966.659300260636,0.00156147859908152,0.118925674686491,0.128893970844535,43.5687027644646,111.032345045761,78.758127
,,618,206.617598575122,0,0,-0.164160250000002,-18.5701640271495,0,0,68.7110509918886,24.2319237914783,1.54782921125375,24.7289389150613,25.3288657847833,0.0392047583496133,4.43492741511463,8.58362972839917,970.998838054204,0.00160292697110144,0.122077240813687,0.132145522844253,43.699222511309,111.182930407587,78.692973
,,619,202.827001123108,0,0,-0.0982341666666535,-11.1124622926079,0,0,68.9157732917377,23.8980995052183,1.34113355890198,24.3847490633198,24.9708626849264,0.0334892619414881,3.78837804767965,8.61997673854472,975.110490785602,0.00156084854572729,0.1199276837973,0.129726819186486,43.8301586823243,111.334044090045,78.980851
,,620,203.386041674282,8.9340522890264,152.192647637573,0.201244916666655,22.7652620663637,0.00778438367094806,0.597174721655831,69.1188798131364,24.0566567936427,1.21891772848815,24.5431294437325,25.1272058608005,0.030627996691101,3.46470550804309,8.65203536786101,978.737032563463,0.00156656764316121,0.120178377095061,0.130070629045669,43.9600574064404,111.482064214736,78.827169
,,621,199.242661159036,9.62821778804863,184.712259917785,0.182931583333331,20.6936180241324,0.00851674725609352,0.64588513602635,69.3201941645531,23.7289872794901,1.36382911461882,24.2033917365282,24.7756158052705,0.033789706167838,3.8223649511129,8.68424421929048,982.380567793041,0.00155798206040699,0.118152790584764,0.127488948747246,44.0888371953369,111.62672168205,78.652885
,,622,202.990816875555,15.4760709636318,314.066023498146,0.115949250000001,13.1164309954752,0.0139330601388431,1.0427074693768,69.5213109035704,24.3396824132087,1.43383671414148,24.8203695523139,25.3973967300013,0.0364157198750927,4.11942532523673,8.71934693231195,986.351462931216,0.00161552787330377,0.120901149043639,0.129972710828443,44.2175680251247,111.770596307991,78.484184
,,623,197.56233332937,0,0,-0.0147602499999984,-1.66971153846135,0,0,69.7215874786728,23.8392677626564,1.39928504380772,24.3060222550297,24.8679460515326,0.0347973449801269,3.9363512420958,8.75495346473956,990.379351214882,0.00159433625829391,0.118081267190138,0.126563543750472,44.3458361524142,111.912660479411,78.43215
,,624,198.173913029801,12.4547888806611,236.303015037028,0.140657333333333,15.9114630467572,0.0115128008401448,0.845384736393074,69.9194556018524,24.0726956261426,1.32394021877908,24.5380224395532,25.1051758095138,0.0332377519537349,3.75992669159898,8.78897101320649,994.227490181729,0.00161935986537252,0.118909562661753,0.12702843567216,44.4726321421255,112.050409618353,78.45268
,,625,197.628283249343,0,0,-0.040096583333329,-4.53581259426799,0,0,70.117356699992,24.1905371137649,1.40678192856472,24.6506760809975,25.2149893789081,0.0354719913871991,4.01266870895918,8.82332588487696,998.113787882009,0.00162841696143529,0.119123765377439,0.126760475575555,44.5995265977493,112.187770719987,78.22373
,,626,199.504080236886,0,0,-0.0834443333333337,-9.4394042232278,0,0,70.3159228817351,24.4795067715511,1.50461663738908,24.93973609162,25.5105131867876,0.0383835425691742,4.34202970239527,8.86025365185514,1002.29113708769,0.0016360655329572,0.119960623868189,0.127915254587319,44.7268644628308,112.325755402133,78.504712
,,627,193.857863422033,0,0,-0.0514459166666737,-5.81967383107169,0,0,70.5126038535645,23.8427388073634,1.42029408330209,24.289173789205,24.8415932411085,0.0352823679001436,3.99121808825153,8.8970866070898,1006.45776098301,0.00158696615545352,0.116430480891331,0.124272476351778,44.8529583283003,112.460293227376,78.367247
,,628,194.728343118328,0,0,-0.0203572500000059,-2.3028563348423,0,0,70.7068969568347,23.9986312056792,1.45820313346018,24.4442479133328,24.9915817366721,0.0364428027985414,4.12248900435988,8.93294919243914,1010.51461452931,0.0015872209448577,0.116735089123792,0.124794042983656,44.977491587968,112.590600249737,78.599484
,,629,196.865540255895,7.58828406329098,174.47549044736,0.229339250000001,25.9433540723983,0.00697161743733431,0.515073106058528,70.9026938985218,24.3831996733744,1.57675875444423,24.829260481943,25.3774256903898,0.0400140781225799,4.52647942563121,8.9711776328997,1014.83909874431,0.00159886551436518,0.118126479838634,0.126175047421997,45.1029761331709,112.722883781434,78.364555
,,630,197.027784831565,26.9090381888523,625.057213284544,0.0647264166666718,7.32199283559636,0.0244804035273083,1.83058757239404,71.0996405610656,24.5321596926057,1.58591039294177,24.9700402904946,25.5107185170263,0.0404577136275642,4.57666443750726,9.01141352877478,1019.39067067588,0.00158452879887682,0.118487373955608,0.126309295682162,45.2292183047229,112.856572319152,78.238889
,,631,195.837202441309,0,0,-0.0863386666666652,-9.76681749622909,0,0,71.296073054702,24.4830087361337,1.70381236257605,24.9143277012951,25.4514271045579,0.0433644561459489,4.90548146447386,9.05332461366153,1024.13174362687,0.00155899571341765,0.117609989855979,0.125513381031561,45.3551296430798,112.989022273696,78.234558
,,632,192.369877415006,22.518766851815,397.185926887048,0.0755170000000061,8.54264705882422,0.0202745591232191,1.52509531998121,71.4901765946301,24.126409473994,1.19626850896226,24.5461862286142,25.073208411004,0.0299942896407316,3.39301919012801,9.09000398655487,1028.28099395417,0.00153107388130826,0.115170623279031,0.123235871062806,45.479504269127,113.117368029478,78.336225
,,633,194.141435426119,15.4018510095409,304.530286202751,0.111428833333329,12.6050716440417,0.0139339375560397,1.04132490115965,71.6834322510507,24.4114853054351,1.33803702951343,24.8324897100069,25.3606243756776,0.0339334545062374,3.83862607536622,9.12196785862836,1031.89681658692,0.00155264240560896,0.116033618857164,0.124342695642686,45.6032935524797,113.243968801028,78.107179
,,634,190.203832742873,16.0091964842177,349.730802448439,0.105027249999997,11.8809106334838,0.0146625963318865,1.08630502582381,71.8756048851352,24.1004365903132,1.46779513530641,24.5106858104491,25.0247895894436,0.0367312644214517,4.15512040966648,9.1573002180922,1035.89368982943,0.00153997217059807,0.11409162952345,0.121885448902448,45.7264076247523,113.368461963936,78.126061
,,635,188.922578079236,11.38520358802,255.666062465948,0.146688250000006,16.5936934389147,0.0104414023086371,0.777967667447768,72.0651680905463,24.1926288595904,1.49404349272381,24.5943095898297,25.101817631259,0.0375032072875222,4.24244426329437,9.19441745394669,1040.09247216591,0.00153163103220001,0.1141187156945,0.12117849274619,45.8479395955766,113.4884536859,77.890392
,,636,185.87450209916,29.2396272268772,695.187300004492,0.0561953333333266,6.35693815987858,0.0268223314018072,2.0041856661765,72.2525666306355,23.9672639999453,1.57195499181208,24.3563131397039,24.8520360037878,0.0390662820528478,4.41926267566151,9.23270219861687,1044.42332563539,0.00150728985390151,0.112625881572664,0.119272025193444,45.9681648545464,113.604664513578,77.862256
,,637,185.256365548903,22.8211183156918,555.380944768654,0.0717609999999975,8.11776018099519,0.0206336054898041,1.56289133578742,72.4381320644595,23.9962671014951,1.60207770817408,24.3796042325768,24.8768781777541,0.039854691977542,4.50844931872647,9.27216268563207,1048.88718163259,0.00148068816355378,0.112154645147437,0.118850103229075,46.0872259187577,113.717632754254,77.756998
,,638,186.676816175199,0,2601.92136842316,0.0122693333333335,1.38793363499248,0.119862382783055,9.19489979480152,72.6240986553215,24.263146575515,1.26956752672749,24.6449076958564,25.1454451253931,0.0319238405763071,3.61129418284017,9.30805195190899,1052.94705338337,0.00147063152849292,0.11281529054902,0.119721399302916,46.2065116700237,113.8308756353,77.733253
,,639,186.821746593436,0,3226.83870757674,0.0117415000000006,1.32822398190052,0.123623694952404,9.62777793000645,72.8108479367058,24.4042385181529,1.49846973208811,24.7849720004656,25.2844124066607,0.0378879266850141,4.2859645571283,9.34295783553965,1056.89568275335,0.00145152761428372,0.113044554565176,0.119824995029404,46.3262848671899,113.944988946332,77.7195
,,640,186.275619938566,0,0,0.000278500000008582,0.0315045248878486,5.17244024733356,405.538638180059,72.9973966199718,24.4919525947779,1.31568054123175,24.869685694242,25.364957409459,0.0333721808927974,3.77513358515807,9.37858788932856,1060.9262318245,0.00144052460892679,0.112942510736627,0.119502865419497,46.4459487974143,114.058432218706,77.709504
,,641,183.499045097238,47.2333661815602,928.604630717322,0.034342916666669,3.88494532428383,0.0409965010399305,3.25026560010725,73.1822839524897,24.2874852983232,1.26838326841243,24.6567010912741,25.1430243864098,0.031890991449008,3.60757821821357,9.41121947549946,1064.61758772618,0.00140793941883934,0.111623600649024,0.117768422098758,46.5645844411734,114.168929723073,77.707904
,,642,183.881001968546,27.5080900528349,583.195465370398,0.0590919999999938,6.68461538461468,0.0236114799593713,1.8938727418969,73.3659739760226,24.4662114739837,1.36143772576094,24.8314939894984,25.3130832116483,0.0344621864396639,3.89843738005248,9.4443960644438,1068.37059552532,0.00139524957375902,0.11191272806416,0.11801327940523,46.6824752919254,114.277218031188,77.643827
,,643,179.924515722893,0,2102.84741040621,0.0161814166666699,1.83047699849207,0.0838007073337935,6.76328470951008,73.5478767348684,24.0700574557332,1.36693654964033,24.4222694196293,24.8929258224633,0.0340270501342107,3.84921381608718,9.47864068273073,1072.24442112339,0.00135601416232977,0.1094395279199,0.115457985338881,46.7992109242975,114.382389945363,77.606199
,,644,181.999541089519,0,0,-0.0161680000000004,-1.82895927601815,0,0,73.7288387632746,24.5067025779944,1.42686259829249,24.8594058852721,25.3294410420183,0.0361416320585107,4.08841991612112,9.51372502382709,1076.21323798949,0.0013723156344949,0.110942061271274,0.116822532653781,46.9153511832938,114.485774477134,77.604968
,,645,181.088589976288,9.78918597619309,196.814596274019,0.163529750000002,18.4988404977378,0.00832451786160766,0.675423783366503,73.9103828288075,24.516551885651,1.27099996919199,24.8636354163137,25.3226140874753,0.0321850417250417,3.64084182409974,9.54788836071887,1080.0778688596,0.00136130632477925,0.11045188243798,0.116243258632463,47.0318840789369,114.589740819857,77.591209
,,646,179.599727146858,10.9269961995923,228.891991508037,0.145297166666669,16.4363310708902,0.00940035830180899,0.756648931625145,74.090726987369,24.5445211171199,1.31234601013233,24.8835221964057,25.3419125611969,0.0332573578388091,3.76214455190148,9.5806095605008,1083.7793620476,0.00136584542690435,0.109938945926496,0.115348287169732,47.147679851838,114.691527844225,77.329891
,,647,175.595625754118,0,0,-0.165711250000001,-18.7456165158372,0,0,74.2683246638195,24.2626823330252,1.22990174677164,24.5894096858319,25.0320257925032,0.0307869322474325,3.48268464337472,9.61263170554392,1087.40177664524,0.00133764126873925,0.108131476180765,0.11286871363594,47.2617883522409,114.788755276383,77.36794
,,648,174.475903960889,0,0,-0.0701539999999975,-7.93597285067845,0,0,74.443360428677,24.3919941383349,1.47424390255965,24.711001158704,25.1480339738708,0.0370743357473419,4.19392938318347,9.6465623395413,1091.24008365852,0.00133252762616938,0.108079319329663,0.112240352335916,47.3743428852268,114.8817290566,77.562382
,,649,171.595634101931,7.32516432366688,138.798451663713,0.207081416666668,23.4254996229262,0.00630598179665621,0.515416078490757,74.6163961977084,24.2421157159306,1.15073491372093,24.5505827020441,24.9775857662317,0.0287425800016616,3.25142307711104,9.6794707974158,1094.96275988867,0.00130585164392579,0.106733091706644,0.110446515061535,47.4856863189255,114.97133466519,77.462602
,,650,169.942988000526,18.9646126423671,356.880389219717,0.079215750000003,8.96105769230803,0.0162169353468107,1.33237292955424,74.7871655087597,24.1381940877506,1.13747849989693,24.4387092918779,24.8536985049779,0.0282705476923329,3.19802575705123,9.7079773612628,1098.18748430575,0.00128463669619917,0.10554492089434,0.109353012099191,47.5955860825059,115.057177705784,77.245339
,,651,171.973567937539,0,0,-0.08810608333334,-9.96675150829638,0,0,74.9581237867287,24.5162236394158,1.14596590219065,24.8124906826131,25.2332849132014,0.0289164841107905,3.27109548764599,9.73657087716436,1101.4220449281,0.0012926518234764,0.106583757612884,0.110621798324572,47.7055734877178,115.143047291442,77.316573
,,652,168.384682321187,28.1119917352837,549.456699898858,0.0529496666666643,5.98978129713397,0.0238744747598726,1.97948103509836,75.1283029118581,24.2190077608361,1.1675146392537,24.5040714260333,24.919215681961,0.0290935491074099,3.29112546463913,9.76557589377346,1104.70315540424,0.00126414548037694,0.104812860981442,0.108376693274734,47.8150727335174,115.22745845377,77.344739
,,653,165.522876138347,6.16505653805668,121.046463271795,0.237341249999991,26.8485576923066,0.00518111585965876,0.435271442897762,75.2952566910878,24.0146069143122,1.16309519521716,24.2906012401864,24.7007459227288,0.0287293189010058,3.24992295260247,9.79448732777767,1107.97367961286,0.00122969251452619,0.103307868346654,0.106567391974636,47.9225447761421,115.30667180871,77.200529
,,654,163.121642416738,16.1038525293744,306.364805649309,0.0895434999999954,10.1293552036194,0.0133603235812024,1.14436987726358,75.4595789503654,23.9795393928894,1.11251001338547,24.2498348454306,24.658633760227,0.0274329769746575,3.10327793830967,9.8225684757155,1111.15028005831,0.00119633013459333,0.102470884104746,0.105109032015327,48.0283829881371,115.381619190161,76.952383
,,655,162.101643515108,0,0,-0.0744642499999924,-8.42355769230683,0,0,75.6221905933313,24.0388776534882,1.14629238131883,24.3043288163841,24.7059036323699,0.0283201891073827,3.20364130174013,9.85044505875652,1114.30373967834,0.00116950084301496,0.1020584111142,0.104474825736045,48.1331749170128,115.453726096689,77.02582
,,656,162.057384089753,12.7551693160345,246.350460609925,0.11231425,12.7052319004524,0.0101947583873254,0.908788850610852,75.7842701071337,24.1863513375463,1.11376465224089,24.444939335546,24.8424720293368,0.0276686672205582,3.12993973083237,9.87843948692049,1117.47053019463,0.00114501664220366,0.102069938164719,0.10444011786435,48.237632388813,115.524801992582,77.021589
,,657,164.280793971701,0,0,0.0060365833333312,0.682871417797647,0.188275992665639,17.1651993602872,75.9474391961644,24.688689067529,1.21735465805597,24.9439797799178,25.3427087741719,0.0308510645739941,3.4899394314473,9.90769935281777,1120.78046977577,0.00113654371939178,0.103619156371617,0.10588299832233,48.3427939469063,115.597319933279,76.860606
,,658,162.908120097375,32.3296429786152,601.796645381791,0.0445444999999959,5.03897058823483,0.0248197284822523,2.31284941345065,76.111033653199,24.6773663630386,1.05887933100919,24.9242253046408,25.3161336567577,0.0268067306702067,3.03243559617723,9.93652825043987,1124.04165728958,0.00110558239537758,0.103024720697443,0.105027324346223,48.4482491082406,115.670263910637,76.978442
,,659,157.222986961016,7.51699254612417,133.16760442644,0.184894583333331,20.9156768476618,0.00559777038374744,0.539150114110252,76.2710992067282,24.0063864759046,1.00035464711526,24.2389204882441,24.6132397194607,0.0246219687339244,2.78529058076068,9.96224260014193,1126.95052037805,0.00103499742269864,0.0996859357025327,0.101384925427295,48.5514552331273,115.737631573184,76.753083
,,660,158.556408497593,0,0,-0.0677274999999931,-7.6614819004517,0,0,76.4289889044575,24.4360909890976,0.96224020525997,24.664623058218,25.0383085020712,0.0240928671123954,2.72543745615333,9.98660001806509,1129.7058843965,0.00102370474584514,0.100799435020893,0.102273470107429,48.6532844308947,115.801498340087,76.695939
,,661,155.935718840048,0,0,-0.00171000000000513,-0.19343891402773,0,0,76.5862349681263,24.1519670468996,1.08212441663025,24.3693623397371,24.7368564979631,0.0267683564071246,3.02809461619056,10.0120306298249,1132.58265043268,0.000986592572930174,0.0989513507840526,0.100545905632027,48.7546941187644,115.864198136348,76.819317
,,662,158.731790817381,27.5630067227118,516.437586977109,0.0509084166666559,5.75887066364885,0.0195593662862704,1.97437909672574,76.743568722955,24.6917074369343,1.04003232001373,24.9073193749423,25.2790411934564,0.026291019860153,2.97409726924808,10.0385603179585,1135.58374637539,0.000995736368637197,0.10051251371405,0.102311756217965,48.8561229496894,115.926840971231,76.695584
,,663,158.358138410693,30.3667834845546,511.243612873481,0.0460992500000058,5.21484728506853,0.0214622526104039,2.17943034183216,76.902113687569,24.7710938017396,0.929611823790116,24.9814373329495,25.3524605836789,0.0235679471207608,2.6660573666019,10.0634898014489,1138.40382369332,0.000989393748650288,0.100470104185719,0.102096316381009,48.9583269859889,115.991121700707,76.729723
,,664,154.094073717896,11.2864566657265,208.113575844387,0.120692583333329,13.6530071644037,0.00789602059446848,0.813575954850069,77.0583397936333,24.3019470664851,1.01023779775848,24.5023893214185,24.863220472573,0.0251177650953958,2.84137614201309,10.087832657557,1141.15754044763,0.000952991123599568,0.0981925837287346,0.0994044882881877,49.0590773883235,116.051716556677,76.590088
,,665,153.924407798137,50.1691462345376,997.796786710354,0.0271220833333376,3.06810897435945,0.0346033330774019,3.63727608147236,77.2123490343914,24.518457100863,1.07917415284713,24.7153396804464,25.0768863649093,0.0270623275988947,3.06134927589306,10.1139227039042,1144.10890315658,0.00093851448333653,0.0986505049880489,0.099371001684465,49.1584651333098,116.108795540438,76.52854
,,666,154.467853915506,0,0,-0.0449240833333325,-5.08190987933625,0,0,77.3665451652482,24.7611745238128,0.966590587608844,24.9535561236382,25.3104791843373,0.02446487094745,2.76751933794683,10.1396863031773,1147.0233374635,0.000926100295258651,0.0990352728705059,0.0997187837852635,49.2580100260447,116.165983731604,76.534431
,,667,152.672318282812,0,0,-0.109573833333335,-12.3952300150831,0,0,77.5201152513473,24.5787639607539,0.911243366525012,24.7592895004279,25.1059280436772,0.0228776103902551,2.58796497627321,10.1633575438462,1149.70107962061,0.000898652795146314,0.0976665076299145,0.0985188585532212,49.3571288472139,116.222061846098,76.609932
