Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
,,668,155.337351679881,72.2043426675155,1248.09079154028,0.0190179999999908,2.15135746606231,0.0473199394721717,5.21755561090223,77.6741200863287,25.0906195687254,0.926606458459668,25.2641062772933,25.6162586142115,0.0237361906735015,2.68508944270379,10.1866644443781,1152.3376068301,0.000899930608881327,0.0992274726080906,0.100210099810696,49.4564933263959,116.278622883726,76.702135
,,669,151.637543938795,5.70143543680856,99.3626545673765,0.235112000000002,26.596380090498,0.00371111107103055,0.412523932037961,77.827607534138,24.6322293835453,0.929416575799206,24.7946655765884,25.1355022590993,0.0233613524406452,2.6426869276748,10.2102132159351,1155.00149501529,0.000872526746132143,0.09698932670931,0.0978376981808154,49.5555172253916,116.334241456111,76.555286
,,670,149.02694352803,22.4359556092135,391.309192533043,0.0587181666666687,6.64232654600325,0.014414760252852,1.63063050244164,77.9779397778715,24.3993544676663,0.923232633461184,24.5547282425485,24.8875067372939,0.0229769583853548,2.59920343725733,10.2333823713481,1157.62244019775,0.000846408294987036,0.0957476336141223,0.0962104378480042,49.6525412934061,116.384984743092,76.325479
,,671,146.082145618681,0,2329.10724074681,0.0092285833333321,1.04395739064843,0.0881052456527393,10.1940976378739,78.1254943224448,24.0885118249268,0.87518204264115,24.2359724172093,24.5598735077251,0.0214943602634991,2.43148871759039,10.2556180306726,1160.13778627518,0.00081308660161,0.0940770795592431,0.0943335626397646,49.7478132936499,116.431437142243,76.418028
,,672,145.213764882644,0,0,-0.0813569166666639,-9.20327111613845,0,0,78.2711422776955,24.1079792243786,0.977946536093375,24.2520095111249,24.574261108826,0.0240323135284306,2.71858750321613,10.2783813675685,1162.71282438558,0.000804874844918346,0.0937184543230976,0.0937992679052808,49.8418797089225,116.474914103714,76.308689
,,673,145.534702869007,66.2583208742803,1352.06672934525,0.0194168333333273,2.19647435897368,0.0417223246093034,4.83675248309186,78.4165165115713,24.2892208815412,1.06026477667039,24.4327522112411,24.7606587683475,0.0262528543392337,2.96977990262825,10.3035239515024,1165.5570080885,0.000810115423217826,0.0939144168387518,0.0940044296376913,49.935781557694,116.517855143494,76.531709
,,674,144.88912910174,7.17614507409292,127.742544715276,0.178483000000008,20.1903846153855,0.00449481595912959,0.5227356286949,78.5617284275567,24.2275622466838,0.923041059215319,24.3701118395413,24.7008216815404,0.0227998726084177,2.57917110954952,10.3280503149762,1168.33148359459,0.000802248236833364,0.0932994232163562,0.0935553033452331,50.0295614241854,116.56042793406,76.258644
,,675,142.59306549042,57.0660604801109,1108.87857141085,0.0220888333333373,2.49873680241372,0.0359634622924156,4.17400350956953,78.7054695248528,23.9987555888652,1.00121344573098,24.1375806867524,24.4641480348083,0.0244938339508033,2.77079569579223,10.3516971682558,1171.00646699726,0.000794390924666926,0.0921988678556461,0.0921292281432329,50.1224036899296,116.600695592374,76.25067
,,676,145.848803207371,0,0,-0.0753270000000062,-8.52115384615455,0,0,78.8496904592017,24.6037077534704,1.02320524153738,24.7419918639464,25.0716361604489,0.0256534295332893,2.90197166666169,10.3767707999979,1173.84285067849,0.00079413604014777,0.0941887301639066,0.0942074315225132,50.2155720197625,116.64155393373,76.202173
,,677,144.47989063338,23.8752074548996,394.63466095122,0.0534949166666602,6.0514611613869,0.0141436592373116,1.74650784405994,78.994854806122,24.5077835565748,0.845609862677522,24.6406017549517,24.965352502531,0.0211109483013612,2.38811632368339,10.4001529889152,1176.48789467366,0.000756613872261621,0.0934292915756548,0.0933282695955875,50.3093398703216,116.683685090284,76.345007
,,678,142.403406173537,10.7726347666666,171.699640402544,0.11685591666667,13.2189950980396,0.0062077205102866,0.788736528527946,79.1382964545255,24.2903279977802,0.811209344744486,24.4170846518495,24.7335894249304,0.0200641188705769,2.26969670481639,10.4207405225011,1178.81680118791,0.000725408870640029,0.0921685300496203,0.0919894348808801,50.4019987225598,116.723151112869,76.109416
,,679,140.373736858002,56.756221317218,968.310891826277,0.0218637500000073,2.47327488687866,0.0317372213273376,4.12495626498557,79.2796850260412,23.9129610578644,0.869709736308807,24.0328058485613,24.3424977062195,0.0211709072611738,2.39489901144501,10.441358035567,1181.14909904604,0.000693894672795811,0.0901870125386085,0.0905700856258165,50.4932784828131,116.759477210665,76.150553
,,680,146.958330334769,0,1947.98306720127,0.0120613333333341,1.36440422322784,0.0595301340463668,7.81135095086424,79.4233510596376,25.0835254688235,0.92028374368302,25.2024897600967,25.5304662963792,0.023495273101205,2.65783632366573,10.4636911257482,1183.6754667136,0.000718012790111289,0.0942153076020296,0.0947841499818591,50.585955600617,116.799045675938,76.048812
,,681,145.179408644008,0,0,0.00376533333333147,0.425942684766004,0.189606295489323,24.8577778895719,79.569419929127,24.9719735142028,0.85665045770387,25.0870148815913,25.408442038807,0.0217661535020863,2.46223455905953,10.4863218390499,1186.23550215496,0.000713930904615446,0.093597819680155,0.0937145578766324,50.6802049545462,116.842026327646,76.12254
,,682,140.787110331862,29.0263519616342,499.790583609874,0.0428768333333333,4.85032051282051,0.0159614368634145,2.11486647449207,79.712403188615,24.2808598484063,0.867696402886422,24.3881799675297,24.6969302669968,0.02142943755501,2.42414451979751,10.5079196345784,1188.67869169439,0.000684375868153148,0.0906787773490507,0.0908621742589661,50.772493320614,116.880356581547,76.030048
,,683,142.248494771888,48.2619316177389,802.752574365766,0.0260552500000083,2.94742647058918,0.0260390625148492,3.51646694792383,79.8539209911668,24.6636441630496,0.834024164183383,24.7658125848059,25.0783129691808,0.0209159190132503,2.36605418701927,10.5290923128625,1191.0737910478,0.000678454283590241,0.0916224254449216,0.0917988150534813,50.8638238152702,116.916428976818,76.045625
,,684,142.048771664849,7.42546521996783,127.45932981773,0.169108750000004,19.1299490950231,0.00399954712072723,0.541381589466871,79.9960696243852,24.7659428558137,0.856149120521604,24.8635563752445,25.1760907354347,0.0215544879413145,2.43829049109893,10.5503275163398,1193.47596338686,0.000676358414152299,0.0915523638677579,0.0916764426398848,50.9555614441169,116.953318164306,75.948014
,,685,138.347218930337,0,0,0.00329133333333213,0.372322775263815,0.1967295188924,27.0455781063881,80.1362676196828,24.2010795371638,0.892259690049393,24.291258949066,24.5996114839696,0.0219492417180222,2.48294589570387,10.5720793811695,1195.93658158026,0.00064750242318095,0.0890160127407929,0.0892593833494106,51.0460293571116,116.987251999537,75.778931
,,686,138.110958338011,0,0,-0.105623666666677,-11.9483785822033,0,0,80.274496708317,24.1591109794777,0.787269763252908,24.2457138079992,24.5526423586694,0.019329552936943,2.1866010109664,10.592718778497,1198.27135503359,0.000637578324793408,0.0884969590331939,0.0890483281976852,51.1351832128851,117.018216775972,75.925801
,,687,139.59374155777,8.88529784226358,142.615331478465,0.138882083333327,15.7106429110099,0.00459340112003393,0.648502478774158,80.4133490582649,24.662881851929,0.790490300000294,24.743888525927,25.0562395907892,0.0198067143510022,2.24057854649346,10.6122869121409,1200.48494481232,0.00063794111713595,0.0900653752989818,0.0900915370276091,51.2247531454978,117.049998629206,75.907417
,,688,140.516211645769,9.01489628933269,154.030688825809,0.137790083333343,15.5871134992469,0.00452149376284074,0.661467415890873,80.5534040348666,25.0565412376311,0.833944870456138,25.132384919808,25.4500053913536,0.0212239014492004,2.40089382909506,10.632802220041,1202.80568100012,0.000623017002373015,0.0911436503578943,0.0907490077567919,51.31517341789,117.08343609719,75.708418
,,689,137.558046662099,0,0,-0.180346999999999,-20.4012443438913,0,0,80.6924411640206,24.7079191584533,0.807278237299676,24.7797693663178,25.0922011158166,0.0202563878867454,2.29144659352324,10.653542364709,1205.15185121143,0.000588965300389822,0.0894573690875852,0.0888629963412419,51.404979419939,117.115299222091,75.706452
,,690,136.19650834346,0,0,-0.0922825833333375,-10.4392062594273,0,0,80.8293184415233,24.4856025570073,0.770163691030084,24.5544491069872,24.8649016026422,0.0191500443953907,2.16629461486321,10.6732455808501,1207.38072181562,0.000562661965616343,0.0882176624693886,0.0879218498259971,51.4933718430226,117.143939770324,75.971562
,,691,136.163341824893,7.81997177226959,120.758701637101,0.15392433333333,17.4122549019604,0.00356089571509596,0.572477559839152,80.9654983666075,24.5543485039344,0.745756363319683,24.6172007983755,24.9246316329738,0.0185877026436893,2.10268129453499,10.6921144543696,1209.51520977032,0.000548108499015658,0.088118226746533,0.0878821075230876,51.5812738216971,117.171488229533,75.848405
,,692,134.85414675549,14.6986339346465,233.960343760429,0.0811034999999952,9.17460407239764,0.00676852696383583,1.07599444756292,81.1010071108977,24.4480518454091,0.764846291396252,24.5065479483834,24.8089099125177,0.0189750027401728,2.14649352264399,10.7108958070616,1211.63979717891,0.000548951226611426,0.087266915677914,0.0870372670889836,51.6687335090032,117.197987154476,75.736651
,,693,134.961400330554,13.5733474031816,229.664764295768,0.0878971666666726,9.94311840120731,0.00640640420590634,0.997323534913094,81.2359148844407,24.6709982020677,0.806359662229843,24.7276527293935,25.0345881748896,0.0201868820647672,2.28358394397819,10.730476749464,1213.85483591222,0.000563104778220622,0.0876619129688513,0.0871582799243266,51.7558312825098,117.22354240179,75.674256
,,694,131.4449626072,7.22545051711148,111.419758751822,0.160816749999994,18.1919400452482,0.00336327193773871,0.532698814258092,81.3691180659096,24.2178207223521,0.729345276745089,24.2702117732874,24.567463531424,0.0179181634882513,2.02694157106916,10.7495292722405,1216.01009866974,0.000540870462393321,0.0856668920378368,0.0849255117318042,51.8418731783379,117.246567818314,75.551612
,,695,132.941334864757,0,0,-0.0881307499999977,-9.96954185520336,0,0,81.5013112146456,24.6470625302963,0.648240865488125,24.6972418221121,24.9969009265651,0.0162040126911575,1.83303310985944,10.7665903603302,1217.94008601021,0.000544845992407186,0.0866052690810543,0.0858840170261062,51.9272779427169,117.268073690138,75.422859
,,696,130.501335949381,0,0,-0.0232770833333298,-2.63315422322735,0,0,81.6330325500526,24.3083731936918,0.581275388568703,24.354834573904,24.6467280832437,0.0143265364435346,1.62064891895188,10.7818556348976,1219.66692702461,0.000525668242153233,0.0849602984946047,0.0842943795384512,52.0123671409991,117.288839870765,75.655276
,,697,131.122134218014,8.55769913321159,118.340990473259,0.13544758333333,15.3221248114627,0.00388143998077993,0.629962231218976,81.7638442851363,24.5309346535167,0.644766534141586,24.5705284654469,24.8601630514459,0.0160290011688755,1.81323542634338,10.7970334037038,1221.38386919726,0.000525731665250008,0.0853268618098827,0.0846874591814742,52.0968580603591,117.308241442089,75.445999
,,698,127.786301369114,0,0,-0.0294684999999942,-3.33354072398124,0,0,81.8932985029299,24.0649656843563,0.587753607751418,24.098220139313,24.381331009808,0.0143302152627962,1.62106507497695,10.8122130119196,1223.10101944792,0.000506903908070412,0.0832841648294992,0.0825481804652133,52.1804758801824,117.325642554341,75.457407
,,699,127.399208149897,0,3966.20049992952,0.00366858333332942,0.414998114630025,0.135296136521118,22.7159848882621,82.0208912576894,24.1998908960003,0.593700133961922,24.2270280123004,24.5078891149745,0.0145503370506843,1.64596572971542,10.8266532880764,1224.73453485027,0.000496345151505237,0.0833354835612412,0.0823377930745703,52.2629188669523,117.340330840757,75.465278
,,700,126.369926863999,0,1134.73337653605,0.0135642499999946,1.53441742081387,0.0357199006274306,6.11765264309255,82.1477758251964,24.1986699369903,0.628326475340246,24.2195707315057,24.496512253981,0.015391807202673,1.74115466093586,10.841624360203,1226.42809504559,0.000484513662085433,0.0829813698640352,0.0817152498335015,52.3449453884064,117.353965464566,75.455886
,,701,126.877494108216,0,0,-0.166929333333332,-18.8834087481145,0,0,82.2743995356825,24.5652172970376,0.604580904664008,24.5796879657339,24.8588769306324,0.015029202303653,1.70013600720057,10.8568348649562,1228.14874037966,0.00048006944085838,0.0836153136674843,0.0820830807522683,52.4268445536993,117.367189066594,75.477854
,,702,125.158542997823,0,0,-0.0692655833333274,-7.83547322775197,0,0,82.4004175542355,24.2742993007441,0.632397745294117,24.2836500307833,24.5579518579504,0.0155303933840093,1.75683183077028,10.8721146628,1229.87722429865,0.000464644182863272,0.082209053032693,0.0809258692952126,52.508349028723,117.379512185521,75.720786
,,703,127.262036906438,6.48693017543835,79.7677031677019,0.173425083333334,19.618222096531,0.00267005833267409,0.480433752092959,82.5266278441876,24.7525423489666,0.552553889272861,24.7594841883721,25.0359663332964,0.0138337205691673,1.56490051687413,10.8867967197766,1231.53809047247,0.000463055088848866,0.0833192634928676,0.0822406051214495,52.5899322659313,117.392073747066,75.581326
,,704,124.933721303628,14.2339288289966,193.465863736099,0.0775902500000013,8.7771776018101,0.00574736681906502,1.05586780723096,82.6527257232926,24.4768917087875,0.60644092141176,24.4796673227092,24.7527239731863,0.0150110647337501,1.69808424589933,10.9012191124281,1233.16958285386,0.000445939628332967,0.0819250471300031,0.0807501527966489,52.6714276448904,117.404439947859,75.452475
,,705,125.280203762432,14.3524512693586,219.778403110057,0.0771629166666656,8.72883672699837,0.0055753423339033,1.0697421631528,82.7778326858257,24.7607976079759,0.677302935073974,24.7598196074053,25.0386374044901,0.0169587426043142,1.91840979686812,10.9172040160971,1234.97782987524,0.000430209675899114,0.0825444253901781,0.0810240461717066,52.7523147443746,117.415365511809,75.412467
,,706,122.879538768809,13.7456859445568,195.338064937511,0.0790251666666677,8.93949849170449,0.00494568115898713,1.03074963236346,82.9019125570913,24.5751610962736,0.621257848970289,24.5727987888088,24.8473691939937,0.0154366231380311,1.74622433688135,10.9334016989683,1236.81014694211,0.000390833277869156,0.0814551614891291,0.0795301611528222,52.8325918480368,117.424805321659,75.300997
,,707,121.25069221967,0,0,-0.113063583333326,-12.7899981146297,0,0,83.0239776725855,24.4787709808046,0.580920176525371,24.4705959796128,24.7436042856293,0.0143740589694817,1.62602477030336,10.948307040022,1238.49627149571,0.000361796855449634,0.0805932835343688,0.0784968744761639,52.9116053658513,117.431368702384,75.295457
,,708,121.521807206229,0,0,-0.061880833333344,-7.00009426847783,0,0,83.1453639222985,24.6620919749466,0.551974507078615,24.6486884724429,24.9152921325582,0.0137526060935885,1.55572467122042,10.9623703725536,1240.08714621647,0.00034378984823391,0.0806800766285904,0.0786495457206283,52.9901785759497,117.436954692512,75.464697
,,709,119.208609838972,4.70133791895079,61.8354515341339,0.224149833333337,25.356315987934,0.00150094774691267,0.352852530769509,83.2657291308211,24.3161560530553,0.564474886318784,24.2941967881103,24.5545133918325,0.0138604061554677,1.56791924835608,10.9761768786781,1241.64896817626,0.000336437187312523,0.0790918359632315,0.0771428800509178,53.0680747888355,117.441084810749,75.365304
,,710,121.813386966192,12.3832790666927,154.813972120624,0.0869584166666719,9.8369249622932,0.00389567815926279,0.927354479936662,83.3862401292237,24.905991243642,0.535504364197042,24.876024335616,25.1396231171221,0.0134623778934877,1.52289342686513,10.9898382707026,1243.19437451387,0.000338762004572428,0.0806412772640371,0.0787989704879689,53.1460457141049,117.445408632709,75.117203
